YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Colusa, CA",6011,28030,3194,17.3,3985
1997,"Colusa, CA",6011,30464,3380,18.1,4160
1998,"Colusa, CA",6011,31049,3486,18.5,4265
1999,"Colusa, CA",6011,33409,2975,16.1,4327
2000,"Colusa, CA",6011,35623,2830,15.1,4288
2001,"Colusa, CA",6011,34722,2832,14.9,4344
2002,"Colusa, CA",6011,34556,2567,13.2,4275
2003,"Colusa, CA",6011,36497,2605,13.0,4353
2004,"Colusa, CA",6011,38350,2431,11.7,4384
2005,"Colusa, CA",6011,39186,2928,14.2,4478
2006,"Colusa, CA",6011,40240,2863,13.7,4504
2007,"Colusa, CA",6011,43882,2656,12.7,4771
2008,"Colusa, CA",6011,44622,2816,13.5,4758
2009,"Colusa, CA",6011,47472,2803,13.4,4743
