YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"San Juan, WA",53055,38297,967,8.0,1786
1997,"San Juan, WA",53055,41610,1026,8.1,1825
1998,"San Juan, WA",53055,42916,1018,7.8,1835
1999,"San Juan, WA",53055,43191,1152,8.2,1864
2000,"San Juan, WA",53055,45219,1246,8.7,1933
2001,"San Juan, WA",53055,44028,1431,9.8,1834
2002,"San Juan, WA",53055,43911,1397,9.5,1843
2003,"San Juan, WA",53055,43950,1282,8.5,1823
2004,"San Juan, WA",53055,45461,1279,8.4,1769
2005,"San Juan, WA",53055,47847,1386,9.2,1765
2006,"San Juan, WA",53055,50413,1421,9.4,1787
2007,"San Juan, WA",53055,52118,1502,9.9,1713
2008,"San Juan, WA",53055,55898,1347,8.9,1675
2009,"San Juan, WA",53055,52158,1520,9.9,1636
