YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Elliott, KY",21063,18183,2143,32.1,1359
1997,"Elliott, KY",21063,20660,1826,27.2,1349
1998,"Elliott, KY",21063,22536,1878,28.3,1302
1999,"Elliott, KY",21063,21951,1638,24.4,1275
2000,"Elliott, KY",21063,22450,1654,24.7,1249
2001,"Elliott, KY",21063,21812,1792,26.6,1249
2002,"Elliott, KY",21063,22547,1769,25.6,1204
2003,"Elliott, KY",21063,24053,1480,21.8,1250
2004,"Elliott, KY",21063,24441,1737,25.3,1226
2005,"Elliott, KY",21063,24521,1973,28.9,1240
2006,"Elliott, KY",21063,25430,2051,28.9,1203
2007,"Elliott, KY",21063,27215,1932,27.4,1159
2008,"Elliott, KY",21063,26464,2144,29.8,1157
2009,"Elliott, KY",21063,27486,2589,32.4,1142
