YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Boyd, NE",31015,21316,376,13.9,632
1997,"Boyd, NE",31015,23212,337,13.2,619
1998,"Boyd, NE",31015,22452,448,17.9,631
1999,"Boyd, NE",31015,25215,381,15.8,602
2000,"Boyd, NE",31015,26599,327,14.1,578
2001,"Boyd, NE",31015,26443,334,14.4,548
2002,"Boyd, NE",31015,25307,333,14.5,513
2003,"Boyd, NE",31015,27772,260,11.6,634
2004,"Boyd, NE",31015,26999,249,11.2,598
2005,"Boyd, NE",31015,26859,295,13.4,411
2006,"Boyd, NE",31015,28451,345,16.2,383
2007,"Boyd, NE",31015,29358,285,13.8,375
2008,"Boyd, NE",31015,31942,274,13.5,358
2009,"Boyd, NE",31015,32607,332,16.6,350
