YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Washington, OK",40147,35530,6038,12.7,8839
1997,"Washington, OK",40147,37346,5852,12.3,8886
1998,"Washington, OK",40147,39514,5799,12.2,8812
1999,"Washington, OK",40147,36573,5308,10.9,9057
2000,"Washington, OK",40147,37470,5222,10.8,9043
2001,"Washington, OK",40147,36990,5461,11.2,8900
2002,"Washington, OK",40147,37473,5404,11.1,8803
2003,"Washington, OK",40147,37643,5927,12.2,8646
2004,"Washington, OK",40147,38270,5753,11.8,8315
2005,"Washington, OK",40147,39972,6401,13.2,8250
2006,"Washington, OK",40147,41112,6703,13.8,8234
2007,"Washington, OK",40147,46298,5602,11.4,8231
2008,"Washington, OK",40147,45023,6564,13.2,8303
2009,"Washington, OK",40147,45764,7832,15.7,8182
