YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Alamosa, CO",8003,26231,3045,22.3,2804
1997,"Alamosa, CO",8003,28204,3207,23.0,2825
1998,"Alamosa, CO",8003,29121,3189,22.8,2797
1999,"Alamosa, CO",8003,29220,2768,19.6,2822
2000,"Alamosa, CO",8003,30538,2851,20.3,2824
2001,"Alamosa, CO",8003,29987,2637,18.6,2729
2002,"Alamosa, CO",8003,30427,2728,19.1,2760
2003,"Alamosa, CO",8003,30898,2615,18.4,2770
2004,"Alamosa, CO",8003,31587,2757,19.2,2789
2005,"Alamosa, CO",8003,32642,3162,22.2,2588
2006,"Alamosa, CO",8003,33726,3256,22.8,2593
2007,"Alamosa, CO",8003,35988,3145,21.9,2483
2008,"Alamosa, CO",8003,34681,3097,21.4,2477
2009,"Alamosa, CO",8003,35960,3216,22.2,2436
