YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Dixie, FL",12029,20367,3060,25.7,2163
1997,"Dixie, FL",12029,21982,2988,23.9,2271
1998,"Dixie, FL",12029,23852,2919,23.0,2323
1999,"Dixie, FL",12029,25183,2544,20.0,2367
2000,"Dixie, FL",12029,26372,2708,21.2,2388
2001,"Dixie, FL",12029,25336,2859,21.9,2319
2002,"Dixie, FL",12029,26367,2716,20.8,2305
2003,"Dixie, FL",12029,25810,2435,18.6,2265
2004,"Dixie, FL",12029,26999,2384,18.0,2169
2005,"Dixie, FL",12029,28251,3164,24.0,2144
2006,"Dixie, FL",12029,28847,3061,22.6,2238
2007,"Dixie, FL",12029,31018,2921,21.6,2241
2008,"Dixie, FL",12029,31443,3083,22.8,2190
2009,"Dixie, FL",12029,30268,3157,23.7,2119
