YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995,"Dickinson, IA",19059,33779,1243,7.8,2778
1997,"Dickinson, IA",19059,36739,1310,8.0,2875
1998,"Dickinson, IA",19059,37716,1346,8.2,2929
1999,"Dickinson, IA",19059,39455,1129,6.9,2876
2000,"Dickinson, IA",19059,41086,1097,6.7,2882
2001,"Dickinson, IA",19059,40177,1111,6.8,2868
2002,"Dickinson, IA",19059,40667,1186,7.3,2824
2003,"Dickinson, IA",19059,41537,1075,6.5,2699
2004,"Dickinson, IA",19059,43949,1252,7.5,2672
2005,"Dickinson, IA",19059,44910,1308,8.0,2688
2006,"Dickinson, IA",19059,45439,1220,7.4,2699
2007,"Dickinson, IA",19059,47733,1196,7.3,2668
2008,"Dickinson, IA",19059,50185,1295,7.9,2670
2009,"Dickinson, IA",19059,50069,1379,8.4,2645
