YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Tompkins, NY",36109,33941,11928,13.7,13498
1997-01-01,"Tompkins, NY",36109,36822,11884,13.7,13773
1998-01-01,"Tompkins, NY",36109,38797,11412,13.1,13872
1999-01-01,"Tompkins, NY",36109,36907,9977,11.7,13832
2000-01-01,"Tompkins, NY",36109,38304,10350,12.0,13716
2001-01-01,"Tompkins, NY",36109,37451,10980,12.5,13660
2002-01-01,"Tompkins, NY",36109,37338,11249,12.6,13424
2003-01-01,"Tompkins, NY",36109,38110,11335,12.9,13202
2004-01-01,"Tompkins, NY",36109,38890,11834,13.5,13082
2005-01-01,"Tompkins, NY",36109,41993,16276,18.7,12303
2006-01-01,"Tompkins, NY",36109,44572,15255,17.5,12229
2007-01-01,"Tompkins, NY",36109,44379,16914,19.2,12505
2008-01-01,"Tompkins, NY",36109,48537,15225,17.3,12166
2009-01-01,"Tompkins, NY",36109,45535,16715,18.8,12022
2010-01-01,"Tompkins, NY",36109,46991,17075,19.0,11726
2011-01-01,"Tompkins, NY",36109,48029,18343,20.0,11460
2012-01-01,"Tompkins, NY",36109,49733,19239,21.0,11213
2013-01-01,"Tompkins, NY",36109,51265,20127,22.0,10964
2014-01-01,"Tompkins, NY",36109,52741,21017,23.0,10698
2015-01-01,"Tompkins, NY",36109,54219,21978,24.0,10411
2016-01-01,"Tompkins, NY",36109,55783,23015,25.0,10104
2017-01-01,"Tompkins, NY",36109,57460,24126,27.0,9778
2018-01-01,"Tompkins, NY",36109,59254,25305,28.0,9432
2019-01-01,"Tompkins, NY",36109,61162,26554,29.0,9066
