YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Converse, WY",56009,34464,1394,11.4,2790
1997-01-01,"Converse, WY",56009,37978,1562,12.6,2740
1998-01-01,"Converse, WY",56009,39893,1541,12.4,2722
1999-01-01,"Converse, WY",56009,40314,1409,11.7,2739
2000-01-01,"Converse, WY",56009,41754,1235,10.3,2626
2001-01-01,"Converse, WY",56009,41876,1268,10.3,2575
2002-01-01,"Converse, WY",56009,42939,1222,9.9,2438
2003-01-01,"Converse, WY",56009,44777,1308,10.5,2455
2004-01-01,"Converse, WY",56009,46883,1242,9.8,2388
2005-01-01,"Converse, WY",56009,47557,1288,10.2,2326
2006-01-01,"Converse, WY",56009,52123,1206,9.5,2351
2007-01-01,"Converse, WY",56009,53751,1202,9.4,2308
2008-01-01,"Converse, WY",56009,57609,1122,8.5,2451
2009-01-01,"Converse, WY",56009,58658,1195,8.9,2381
2010-01-01,"Converse, WY",56009,60493,1237,9.0,2377
2011-01-01,"Converse, WY",56009,62325,1219,9.0,2393
2012-01-01,"Converse, WY",56009,63812,1187,8.0,2400
2013-01-01,"Converse, WY",56009,65058,1174,8.0,2395
2014-01-01,"Converse, WY",56009,66252,1176,8.0,2389
2015-01-01,"Converse, WY",56009,67453,1179,8.0,2388
2016-01-01,"Converse, WY",56009,68615,1177,8.0,2390
2017-01-01,"Converse, WY",56009,69691,1173,8.0,2392
2018-01-01,"Converse, WY",56009,70676,1169,8.0,2394
2019-01-01,"Converse, WY",56009,71591,1167,8.0,2395
