YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Baca, CO",8009,23469,764,17.1,872
1997-01-01,"Baca, CO",8009,26731,824,19.1,930
1998-01-01,"Baca, CO",8009,29021,834,19.3,876
1999-01-01,"Baca, CO",8009,28592,712,16.0,911
2000-01-01,"Baca, CO",8009,29274,773,17.5,908
2001-01-01,"Baca, CO",8009,28087,754,17.5,898
2002-01-01,"Baca, CO",8009,25364,770,18.5,918
2003-01-01,"Baca, CO",8009,26313,642,15.9,969
2004-01-01,"Baca, CO",8009,26580,624,15.6,1103
2005-01-01,"Baca, CO",8009,28804,737,18.5,1145
2006-01-01,"Baca, CO",8009,29443,698,17.8,2673
2007-01-01,"Baca, CO",8009,30397,747,19.8,5009
2008-01-01,"Baca, CO",8009,31963,661,17.7,4368
2009-01-01,"Baca, CO",8009,32660,664,18.3,1072
2010-01-01,"Baca, CO",8009,30118,564,15.0,2937
2011-01-01,"Baca, CO",8009,30713,611,17.0,2854
2012-01-01,"Baca, CO",8009,30880,577,17.0,3466
2013-01-01,"Baca, CO",8009,31459,572,17.0,3643
2014-01-01,"Baca, CO",8009,31840,550,17.0,3964
2015-01-01,"Baca, CO",8009,32267,534,17.0,4202
2016-01-01,"Baca, CO",8009,32644,513,17.0,4478
2017-01-01,"Baca, CO",8009,33036,494,17.0,4747
2018-01-01,"Baca, CO",8009,33428,473,17.0,5032
2019-01-01,"Baca, CO",8009,33835,452,16.0,5325
