YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Suwannee, FL",12121,25175,6127,19.1,5525
1997-01-01,"Suwannee, FL",12121,26070,5893,18.2,5690
1998-01-01,"Suwannee, FL",12121,27229,5588,17.0,5851
1999-01-01,"Suwannee, FL",12121,28476,5392,15.7,5901
2000-01-01,"Suwannee, FL",12121,30044,5684,16.3,5802
2001-01-01,"Suwannee, FL",12121,28907,6207,17.5,5838
2002-01-01,"Suwannee, FL",12121,28756,6092,16.9,5811
2003-01-01,"Suwannee, FL",12121,29486,6066,16.4,5802
2004-01-01,"Suwannee, FL",12121,31744,5805,15.3,5857
2005-01-01,"Suwannee, FL",12121,33114,6598,17.5,5834
2006-01-01,"Suwannee, FL",12121,32847,7026,18.1,5954
2007-01-01,"Suwannee, FL",12121,36054,6930,17.8,5981
2008-01-01,"Suwannee, FL",12121,34427,7783,19.9,5988
2009-01-01,"Suwannee, FL",12121,34372,7749,19.7,5970
2010-01-01,"Suwannee, FL",12121,35143,7629,19.0,5988
2011-01-01,"Suwannee, FL",12121,35554,7730,19.0,5997
2012-01-01,"Suwannee, FL",12121,35924,7841,19.0,6006
2013-01-01,"Suwannee, FL",12121,36267,7950,19.0,6015
2014-01-01,"Suwannee, FL",12121,36586,8051,19.0,6024
2015-01-01,"Suwannee, FL",12121,36884,8146,19.0,6033
2016-01-01,"Suwannee, FL",12121,37160,8234,20.0,6041
2017-01-01,"Suwannee, FL",12121,37418,8315,20.0,6048
2018-01-01,"Suwannee, FL",12121,37657,8391,20.0,6056
2019-01-01,"Suwannee, FL",12121,37879,8461,20.0,6062
