YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Jasper, IN",18073,37996,2014,7.2,4651
1997-01-01,"Jasper, IN",18073,40978,2185,7.6,4852
1998-01-01,"Jasper, IN",18073,42769,2273,7.8,4874
1999-01-01,"Jasper, IN",18073,43195,2016,6.9,4874
2000-01-01,"Jasper, IN",18073,45118,2046,6.9,4914
2001-01-01,"Jasper, IN",18073,45017,2063,6.9,4910
2002-01-01,"Jasper, IN",18073,45493,2154,7.1,4946
2003-01-01,"Jasper, IN",18073,45916,2295,7.4,4991
2004-01-01,"Jasper, IN",18073,47557,2521,8.1,5007
2005-01-01,"Jasper, IN",18073,48016,2484,8.1,5026
2006-01-01,"Jasper, IN",18073,50675,2899,9.3,5234
2007-01-01,"Jasper, IN",18073,49945,2540,8.2,5352
2008-01-01,"Jasper, IN",18073,55706,2807,8.9,5334
2009-01-01,"Jasper, IN",18073,53325,3053,9.6,5421
2010-01-01,"Jasper, IN",18073,55467,3026,9.0,5477
2011-01-01,"Jasper, IN",18073,56398,3067,9.0,5535
2012-01-01,"Jasper, IN",18073,57591,3123,9.0,5581
2013-01-01,"Jasper, IN",18073,58492,3188,9.0,5627
2014-01-01,"Jasper, IN",18073,59423,3252,10.0,5671
2015-01-01,"Jasper, IN",18073,60283,3314,10.0,5715
2016-01-01,"Jasper, IN",18073,61138,3374,10.0,5758
2017-01-01,"Jasper, IN",18073,61967,3432,10.0,5800
2018-01-01,"Jasper, IN",18073,62783,3488,10.0,5842
2019-01-01,"Jasper, IN",18073,63581,3543,10.0,5883
