YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Troup, GA",13285,30716,9885,17.0,10886
1997-01-01,"Troup, GA",13285,32523,9536,16.3,11279
1998-01-01,"Troup, GA",13285,34306,9056,15.5,11333
1999-01-01,"Troup, GA",13285,34435,8118,14.1,11343
2000-01-01,"Troup, GA",13285,36409,8046,13.8,11182
2001-01-01,"Troup, GA",13285,35254,8225,14.1,11350
2002-01-01,"Troup, GA",13285,35154,8535,14.5,11623
2003-01-01,"Troup, GA",13285,35885,9099,15.2,11740
2004-01-01,"Troup, GA",13285,36438,9548,15.8,11993
2005-01-01,"Troup, GA",13285,37149,9980,16.7,12099
2006-01-01,"Troup, GA",13285,38871,11130,18.4,12239
2007-01-01,"Troup, GA",13285,40867,10014,16.4,12381
2008-01-01,"Troup, GA",13285,37681,11013,17.9,12441
2009-01-01,"Troup, GA",13285,40329,13134,21.2,12544
2010-01-01,"Troup, GA",13285,40283,13114,21.0,12929
2011-01-01,"Troup, GA",13285,42121,13797,22.0,13147
2012-01-01,"Troup, GA",13285,43242,14296,22.0,13401
2013-01-01,"Troup, GA",13285,44340,14982,23.0,13657
2014-01-01,"Troup, GA",13285,45468,15780,24.0,13933
2015-01-01,"Troup, GA",13285,46703,16664,26.0,14231
2016-01-01,"Troup, GA",13285,48052,17617,27.0,14554
2017-01-01,"Troup, GA",13285,49516,18641,28.0,14902
2018-01-01,"Troup, GA",13285,51098,19744,30.0,15277
2019-01-01,"Troup, GA",13285,52803,20931,32.0,15683
