YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Marion, FL",12083,26950,39957,17.3,32702
1997-01-01,"Marion, FL",12083,28244,39399,16.4,35526
1998-01-01,"Marion, FL",12083,29498,37013,15.2,36242
1999-01-01,"Marion, FL",12083,30537,35004,13.8,37201
2000-01-01,"Marion, FL",12083,32532,35148,13.6,37915
2001-01-01,"Marion, FL",12083,31490,39600,14.9,38405
2002-01-01,"Marion, FL",12083,31851,40481,14.8,38562
2003-01-01,"Marion, FL",12083,33177,39769,14.0,39350
2004-01-01,"Marion, FL",12083,34948,36194,12.2,40382
2005-01-01,"Marion, FL",12083,35974,39954,13.6,41205
2006-01-01,"Marion, FL",12083,39550,37583,12.2,42035
2007-01-01,"Marion, FL",12083,39354,41002,13.0,42572
2008-01-01,"Marion, FL",12083,40266,51494,16.0,42577
2009-01-01,"Marion, FL",12083,38988,50861,15.9,42625
2010-01-01,"Marion, FL",12083,39251,49425,15.0,42717
2011-01-01,"Marion, FL",12083,39533,48997,14.0,43046
2012-01-01,"Marion, FL",12083,39895,48761,14.0,43272
2013-01-01,"Marion, FL",12083,40231,48891,14.0,43484
2014-01-01,"Marion, FL",12083,40530,49184,14.0,43661
2015-01-01,"Marion, FL",12083,40785,49552,14.0,43815
2016-01-01,"Marion, FL",12083,41001,49921,14.0,43949
2017-01-01,"Marion, FL",12083,41185,50257,14.0,44067
2018-01-01,"Marion, FL",12083,41346,50550,14.0,44173
2019-01-01,"Marion, FL",12083,41487,50801,14.0,44267
