YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Walker, AL",1127,26504,11372,16.1,11830
1997-01-01,"Walker, AL",1127,28254,10270,14.4,11764
1998-01-01,"Walker, AL",1127,29017,10387,14.5,11578
1999-01-01,"Walker, AL",1127,29047,10195,14.5,11459
2000-01-01,"Walker, AL",1127,30313,10388,14.9,11142
2001-01-01,"Walker, AL",1127,29487,11264,16.2,10844
2002-01-01,"Walker, AL",1127,29945,10733,15.4,10804
2003-01-01,"Walker, AL",1127,31201,10227,14.8,10646
2004-01-01,"Walker, AL",1127,32634,11206,16.2,10976
2005-01-01,"Walker, AL",1127,33666,10714,15.6,11049
2006-01-01,"Walker, AL",1127,35123,11742,17.0,11201
2007-01-01,"Walker, AL",1127,35497,12953,19.1,11037
2008-01-01,"Walker, AL",1127,36221,11839,17.4,11099
2009-01-01,"Walker, AL",1127,36582,10828,16.0,11071
2010-01-01,"Walker, AL",1127,37491,11911,17.0,11107
2011-01-01,"Walker, AL",1127,37898,12183,18.0,11105
2012-01-01,"Walker, AL",1127,38594,12219,18.0,11138
2013-01-01,"Walker, AL",1127,39187,12364,18.0,11162
2014-01-01,"Walker, AL",1127,39780,12477,18.0,11189
2015-01-01,"Walker, AL",1127,40353,12591,18.0,11216
2016-01-01,"Walker, AL",1127,40911,12702,18.0,11243
2017-01-01,"Walker, AL",1127,41452,12810,19.0,11269
2018-01-01,"Walker, AL",1127,41977,12915,19.0,11296
2019-01-01,"Walker, AL",1127,42486,13017,19.0,11322
