YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Garfield, CO",8045,38304,3146,8.6,7657
1997-01-01,"Garfield, CO",8045,40923,3508,8.9,8475
1998-01-01,"Garfield, CO",8045,43560,3342,8.2,8640
1999-01-01,"Garfield, CO",8045,46048,3309,7.7,8947
2000-01-01,"Garfield, CO",8045,48713,3518,7.8,9146
2001-01-01,"Garfield, CO",8045,48431,3681,8.0,9116
2002-01-01,"Garfield, CO",8045,48257,3961,8.4,9472
2003-01-01,"Garfield, CO",8045,48018,4065,8.5,9549
2004-01-01,"Garfield, CO",8045,50119,4046,8.2,9688
2005-01-01,"Garfield, CO",8045,52189,3840,7.9,9872
2006-01-01,"Garfield, CO",8045,59503,3890,7.6,10026
2007-01-01,"Garfield, CO",8045,64173,4091,7.8,10484
2008-01-01,"Garfield, CO",8045,67063,4041,7.4,10859
2009-01-01,"Garfield, CO",8045,62716,4775,8.6,11578
2010-01-01,"Garfield, CO",8045,65038,4382,7.0,11377
2011-01-01,"Garfield, CO",8045,66619,4445,7.0,11349
2012-01-01,"Garfield, CO",8045,67682,4581,7.0,11479
2013-01-01,"Garfield, CO",8045,68653,4650,7.0,11635
2014-01-01,"Garfield, CO",8045,69657,4679,7.0,11764
2015-01-01,"Garfield, CO",8045,70653,4707,7.0,11874
2016-01-01,"Garfield, CO",8045,71595,4744,7.0,11977
2017-01-01,"Garfield, CO",8045,72479,4784,7.0,12079
2018-01-01,"Garfield, CO",8045,73313,4822,7.0,12177
2019-01-01,"Garfield, CO",8045,74104,4858,7.0,12271
