YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Clinton, IA",19045,32639,5367,10.6,9329
1997-01-01,"Clinton, IA",19045,35978,5558,11.1,9146
1998-01-01,"Clinton, IA",19045,37106,5394,10.8,9014
1999-01-01,"Clinton, IA",19045,37072,4998,10.0,8965
2000-01-01,"Clinton, IA",19045,38707,4756,9.6,8881
2001-01-01,"Clinton, IA",19045,37783,4615,9.3,8779
2002-01-01,"Clinton, IA",19045,38045,5109,10.3,8656
2003-01-01,"Clinton, IA",19045,38603,5158,10.4,8469
2004-01-01,"Clinton, IA",19045,40501,5999,12.1,8355
2005-01-01,"Clinton, IA",19045,41243,5878,12.1,8230
2006-01-01,"Clinton, IA",19045,41979,5507,11.3,8275
2007-01-01,"Clinton, IA",19045,42889,5532,11.5,8188
2008-01-01,"Clinton, IA",19045,46851,5797,12.0,8100
2009-01-01,"Clinton, IA",19045,47020,5727,11.9,8292
2010-01-01,"Clinton, IA",19045,46602,5160,10.0,8487
2011-01-01,"Clinton, IA",19045,45730,4645,9.0,8685
2012-01-01,"Clinton, IA",19045,43963,4246,8.0,8863
2013-01-01,"Clinton, IA",19045,41855,4023,8.0,8986
2014-01-01,"Clinton, IA",19045,39801,3996,8.0,9034
2015-01-01,"Clinton, IA",19045,38181,4155,8.0,9002
2016-01-01,"Clinton, IA",19045,37260,4458,8.0,8900
2017-01-01,"Clinton, IA",19045,37161,4842,9.0,8748
2018-01-01,"Clinton, IA",19045,37852,5234,10.0,8576
2019-01-01,"Clinton, IA",19045,39167,5568,11.0,8413
