YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Custer, MT",30017,28067,2115,17.6,2351
1997-01-01,"Custer, MT",30017,29451,2022,17.0,2309
1998-01-01,"Custer, MT",30017,29480,2096,17.9,2293
1999-01-01,"Custer, MT",30017,30045,1743,15.3,2234
2000-01-01,"Custer, MT",30017,31361,1588,14.4,2195
2001-01-01,"Custer, MT",30017,30998,1585,14.3,2138
2002-01-01,"Custer, MT",30017,30814,1540,13.9,2051
2003-01-01,"Custer, MT",30017,31880,1548,13.9,2000
2004-01-01,"Custer, MT",30017,34035,1497,13.7,1973
2005-01-01,"Custer, MT",30017,33836,1596,14.8,1937
2006-01-01,"Custer, MT",30017,34684,1708,15.9,1861
2007-01-01,"Custer, MT",30017,36296,1546,14.3,1797
2008-01-01,"Custer, MT",30017,39859,1745,16.2,1763
2009-01-01,"Custer, MT",30017,38844,1531,14.2,1738
2010-01-01,"Custer, MT",30017,39714,1669,15.0,1734
2011-01-01,"Custer, MT",30017,39959,1660,15.0,1718
2012-01-01,"Custer, MT",30017,40271,1663,15.0,1704
2013-01-01,"Custer, MT",30017,40569,1666,15.0,1692
2014-01-01,"Custer, MT",30017,40839,1670,15.0,1681
2015-01-01,"Custer, MT",30017,41078,1674,15.0,1672
2016-01-01,"Custer, MT",30017,41284,1677,15.0,1665
2017-01-01,"Custer, MT",30017,41460,1680,15.0,1658
2018-01-01,"Custer, MT",30017,41610,1683,15.0,1653
2019-01-01,"Custer, MT",30017,41735,1685,15.0,1649
