YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Allegany, MD",24001,26715,11707,16.3,11241
1997-01-01,"Allegany, MD",24001,28794,11209,15.9,11300
1998-01-01,"Allegany, MD",24001,29945,10473,15.1,11190
1999-01-01,"Allegany, MD",24001,30213,9270,13.4,11110
2000-01-01,"Allegany, MD",24001,31469,9445,13.8,10978
2001-01-01,"Allegany, MD",24001,30476,8954,13.1,10662
2002-01-01,"Allegany, MD",24001,31357,9418,13.9,10416
2003-01-01,"Allegany, MD",24001,32492,9193,13.5,10180
2004-01-01,"Allegany, MD",24001,33554,9569,14.2,9926
2005-01-01,"Allegany, MD",24001,33643,10035,15.0,9840
2006-01-01,"Allegany, MD",24001,34483,9895,14.9,9715
2007-01-01,"Allegany, MD",24001,37171,9389,14.2,9526
2008-01-01,"Allegany, MD",24001,39055,10013,15.3,9436
2009-01-01,"Allegany, MD",24001,37151,10878,16.6,9232
2010-01-01,"Allegany, MD",24001,37853,10202,15.0,9111
2011-01-01,"Allegany, MD",24001,38588,10400,15.0,8986
2012-01-01,"Allegany, MD",24001,39193,10548,16.0,8873
2013-01-01,"Allegany, MD",24001,39715,10652,16.0,8768
2014-01-01,"Allegany, MD",24001,40184,10736,16.0,8669
2015-01-01,"Allegany, MD",24001,40618,10812,16.0,8576
2016-01-01,"Allegany, MD",24001,41024,10884,16.0,8489
2017-01-01,"Allegany, MD",24001,41406,10952,17.0,8406
2018-01-01,"Allegany, MD",24001,41765,11016,17.0,8329
2019-01-01,"Allegany, MD",24001,42102,11078,17.0,8257
