YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Archuleta, CO",8007,29999,1033,12.8,1276
1997-01-01,"Archuleta, CO",8007,30518,1273,13.7,1479
1998-01-01,"Archuleta, CO",8007,32609,1233,12.7,1483
1999-01-01,"Archuleta, CO",8007,35949,1254,12.7,1510
2000-01-01,"Archuleta, CO",8007,38241,1379,13.2,1552
2001-01-01,"Archuleta, CO",8007,37327,1385,12.6,1525
2002-01-01,"Archuleta, CO",8007,37345,1498,13.3,1558
2003-01-01,"Archuleta, CO",8007,38642,1278,11.0,1565
2004-01-01,"Archuleta, CO",8007,40592,1258,10.6,1553
2005-01-01,"Archuleta, CO",8007,41860,1365,11.6,1577
2006-01-01,"Archuleta, CO",8007,46904,1291,10.5,1690
2007-01-01,"Archuleta, CO",8007,53200,1295,10.4,1689
2008-01-01,"Archuleta, CO",8007,51058,1424,11.3,1545
2009-01-01,"Archuleta, CO",8007,46013,1594,12.9,1525
2010-01-01,"Archuleta, CO",8007,40626,1588,12.0,1535
2011-01-01,"Archuleta, CO",8007,38840,1478,11.0,1574
2012-01-01,"Archuleta, CO",8007,40877,1361,10.0,1614
2013-01-01,"Archuleta, CO",8007,44618,1308,10.0,1630
2014-01-01,"Archuleta, CO",8007,47455,1336,10.0,1621
2015-01-01,"Archuleta, CO",8007,47972,1408,11.0,1598
2016-01-01,"Archuleta, CO",8007,46482,1471,11.0,1578
2017-01-01,"Archuleta, CO",8007,44406,1490,11.0,1574
2018-01-01,"Archuleta, CO",8007,43146,1465,11.0,1583
2019-01-01,"Archuleta, CO",8007,43258,1423,11.0,1597
