YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Rockland, NY",36087,56007,25055,9.0,37656
1997-01-01,"Rockland, NY",36087,58362,27248,9.7,38772
1998-01-01,"Rockland, NY",36087,59898,29445,10.3,39367
1999-01-01,"Rockland, NY",36087,61892,28665,10.1,39802
2000-01-01,"Rockland, NY",36087,65575,26735,9.3,40571
2001-01-01,"Rockland, NY",36087,64496,26483,9.2,40764
2002-01-01,"Rockland, NY",36087,64804,26802,9.2,41313
2003-01-01,"Rockland, NY",36087,65022,28239,9.7,41949
2004-01-01,"Rockland, NY",36087,67852,27602,9.5,43185
2005-01-01,"Rockland, NY",36087,76456,29241,10.3,42233
2006-01-01,"Rockland, NY",36087,76167,35432,12.2,42062
2007-01-01,"Rockland, NY",36087,80620,25711,8.8,42706
2008-01-01,"Rockland, NY",36087,84076,30404,10.4,41698
2009-01-01,"Rockland, NY",36087,78218,34291,11.6,41416
2010-01-01,"Rockland, NY",36087,75650,26641,8.0,42190
2011-01-01,"Rockland, NY",36087,74088,28258,9.0,42089
2012-01-01,"Rockland, NY",36087,73860,28061,9.0,42171
2013-01-01,"Rockland, NY",36087,74302,28680,9.0,42158
2014-01-01,"Rockland, NY",36087,74952,29010,9.0,42154
2015-01-01,"Rockland, NY",36087,75484,29217,9.0,42145
2016-01-01,"Rockland, NY",36087,75787,29257,9.0,42143
2017-01-01,"Rockland, NY",36087,75885,29213,9.0,42145
2018-01-01,"Rockland, NY",36087,75857,29143,9.0,42150
2019-01-01,"Rockland, NY",36087,75785,29085,9.0,42155
