YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Nicholas, WV",54067,24783,6702,24.1,5120
1997-01-01,"Nicholas, WV",54067,25872,5594,20.1,5091
1998-01-01,"Nicholas, WV",54067,25737,5648,20.3,4971
1999-01-01,"Nicholas, WV",54067,26591,5006,18.9,4863
2000-01-01,"Nicholas, WV",54067,28008,4902,18.7,4763
2001-01-01,"Nicholas, WV",54067,27103,5095,19.4,4575
2002-01-01,"Nicholas, WV",54067,27345,4970,19.0,4550
2003-01-01,"Nicholas, WV",54067,27805,5024,19.2,4457
2004-01-01,"Nicholas, WV",54067,29323,4807,18.2,4303
2005-01-01,"Nicholas, WV",54067,30569,4863,18.6,4225
2006-01-01,"Nicholas, WV",54067,31410,5717,21.8,4150
2007-01-01,"Nicholas, WV",54067,38813,4898,18.9,4091
2008-01-01,"Nicholas, WV",54067,33099,4672,18.1,4114
2009-01-01,"Nicholas, WV",54067,36393,4881,18.8,4083
2010-01-01,"Nicholas, WV",54067,34779,4854,18.0,4070
2011-01-01,"Nicholas, WV",54067,34723,4879,18.0,4042
2012-01-01,"Nicholas, WV",54067,35110,4874,18.0,4015
2013-01-01,"Nicholas, WV",54067,35424,4862,18.0,3992
2014-01-01,"Nicholas, WV",54067,35667,4853,18.0,3973
2015-01-01,"Nicholas, WV",54067,35878,4846,18.0,3956
2016-01-01,"Nicholas, WV",54067,36063,4840,18.0,3941
2017-01-01,"Nicholas, WV",54067,36225,4835,18.0,3928
2018-01-01,"Nicholas, WV",54067,36365,4830,18.0,3917
2019-01-01,"Nicholas, WV",54067,36488,4826,18.0,3907
