YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Poinsett, AR",5111,23013,6154,24.8,5012
1997-01-01,"Poinsett, AR",5111,25052,5594,22.6,5073
1998-01-01,"Poinsett, AR",5111,26249,5325,21.5,5129
1999-01-01,"Poinsett, AR",5111,26535,4837,19.1,5014
2000-01-01,"Poinsett, AR",5111,27541,4825,19.1,4869
2001-01-01,"Poinsett, AR",5111,26657,5101,20.4,4853
2002-01-01,"Poinsett, AR",5111,26035,5362,21.3,4783
2003-01-01,"Poinsett, AR",5111,27633,5130,20.5,4695
2004-01-01,"Poinsett, AR",5111,28618,5087,20.3,4665
2005-01-01,"Poinsett, AR",5111,29121,5983,24.1,4802
2006-01-01,"Poinsett, AR",5111,29943,5605,22.8,4770
2007-01-01,"Poinsett, AR",5111,30581,6157,25.3,4745
2008-01-01,"Poinsett, AR",5111,31511,5777,23.8,4635
2009-01-01,"Poinsett, AR",5111,31478,6361,26.3,4620
2010-01-01,"Poinsett, AR",5111,32305,6504,27.0,4617
2011-01-01,"Poinsett, AR",5111,33019,6660,27.0,4607
2012-01-01,"Poinsett, AR",5111,33695,6811,28.0,4592
2013-01-01,"Poinsett, AR",5111,34346,6964,29.0,4574
2014-01-01,"Poinsett, AR",5111,34984,7119,30.0,4556
2015-01-01,"Poinsett, AR",5111,35616,7275,30.0,4537
2016-01-01,"Poinsett, AR",5111,36246,7432,31.0,4518
2017-01-01,"Poinsett, AR",5111,36875,7590,32.0,4498
2018-01-01,"Poinsett, AR",5111,37505,7748,33.0,4479
2019-01-01,"Poinsett, AR",5111,38135,7907,33.0,4460
