YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Lyon, MN",27083,33972,2072,8.6,6392
1997-01-01,"Lyon, MN",27083,37367,2170,9.2,6449
1998-01-01,"Lyon, MN",27083,39025,2303,9.8,13906
1999-01-01,"Lyon, MN",27083,39096,2062,8.4,13890
2000-01-01,"Lyon, MN",27083,40887,1867,7.7,4824
2001-01-01,"Lyon, MN",27083,40476,1962,8.2,4762
2002-01-01,"Lyon, MN",27083,40798,1897,7.9,4773
2003-01-01,"Lyon, MN",27083,41155,2082,8.7,4630
2004-01-01,"Lyon, MN",27083,42830,2064,8.7,4456
2005-01-01,"Lyon, MN",27083,42124,2275,9.8,4511
2006-01-01,"Lyon, MN",27083,45022,2444,10.4,4473
2007-01-01,"Lyon, MN",27083,47244,2670,11.3,4292
2008-01-01,"Lyon, MN",27083,45984,2472,10.5,4297
2009-01-01,"Lyon, MN",27083,46783,2780,11.7,4246
2010-01-01,"Lyon, MN",27083,47597,2748,11.0,2464
2011-01-01,"Lyon, MN",27083,48314,2831,12.0,3012
2012-01-01,"Lyon, MN",27083,48960,2894,12.0,3510
2013-01-01,"Lyon, MN",27083,49481,2921,12.0,3247
2014-01-01,"Lyon, MN",27083,49909,2944,12.0,2670
2015-01-01,"Lyon, MN",27083,50312,2981,12.0,2290
2016-01-01,"Lyon, MN",27083,50724,3029,12.0,2180
2017-01-01,"Lyon, MN",27083,51136,3075,13.0,2149
2018-01-01,"Lyon, MN",27083,51531,3113,13.0,2047
2019-01-01,"Lyon, MN",27083,51901,3148,13.0,1875
