YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Powell, KY",21197,23088,3145,25.1,2623
1997-01-01,"Powell, KY",21197,24233,2948,22.6,2664
1998-01-01,"Powell, KY",21197,25176,2909,21.7,2642
1999-01-01,"Powell, KY",21197,26036,2741,20.8,2707
2000-01-01,"Powell, KY",21197,27063,2713,20.5,2660
2001-01-01,"Powell, KY",21197,26505,2798,21.2,2660
2002-01-01,"Powell, KY",21197,26882,2757,20.8,2606
2003-01-01,"Powell, KY",21197,27603,2830,20.9,2692
2004-01-01,"Powell, KY",21197,27949,3168,23.3,2667
2005-01-01,"Powell, KY",21197,28991,3176,23.5,2686
2006-01-01,"Powell, KY",21197,30644,3113,22.8,2680
2007-01-01,"Powell, KY",21197,31228,3489,25.6,2510
2008-01-01,"Powell, KY",21197,30737,3538,25.8,2527
2009-01-01,"Powell, KY",21197,30954,4131,30.8,2478
2010-01-01,"Powell, KY",21197,31703,4344,32.0,2451
2011-01-01,"Powell, KY",21197,32572,4600,33.0,2433
2012-01-01,"Powell, KY",21197,33653,4887,35.0,2399
2013-01-01,"Powell, KY",21197,34831,5220,38.0,2355
2014-01-01,"Powell, KY",21197,36089,5602,41.0,2304
2015-01-01,"Powell, KY",21197,37451,6035,44.0,2247
2016-01-01,"Powell, KY",21197,38951,6522,47.0,2185
2017-01-01,"Powell, KY",21197,40620,7067,51.0,2115
2018-01-01,"Powell, KY",21197,42482,7676,55.0,2037
2019-01-01,"Powell, KY",21197,44563,8355,60.0,1950
