YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Rains, TX",48379,26372,1156,14.6,1276
1997-01-01,"Rains, TX",48379,28152,1236,14.3,1332
1998-01-01,"Rains, TX",48379,29271,1294,14.4,1375
1999-01-01,"Rains, TX",48379,32312,1328,14.6,1373
2000-01-01,"Rains, TX",48379,33955,1498,15.4,1444
2001-01-01,"Rains, TX",48379,33342,1625,15.8,1443
2002-01-01,"Rains, TX",48379,32593,1767,16.4,1572
2003-01-01,"Rains, TX",48379,33337,1564,14.2,1440
2004-01-01,"Rains, TX",48379,34761,1622,14.4,1554
2005-01-01,"Rains, TX",48379,36398,1810,16.2,1600
2006-01-01,"Rains, TX",48379,38728,1738,15.2,1600
2007-01-01,"Rains, TX",48379,40101,1732,15.6,1595
2008-01-01,"Rains, TX",48379,41233,1736,15.6,1633
2009-01-01,"Rains, TX",48379,42000,1767,15.8,2468
2010-01-01,"Rains, TX",48379,58327,712,11.0,3082
2011-01-01,"Rains, TX",48379,91257,-624,9.0,5705
2012-01-01,"Rains, TX",48379,174521,-4720,-1.0,12217
2013-01-01,"Rains, TX",48379,390648,-15340,-28.0,29024
2014-01-01,"Rains, TX",48379,949481,-42800,-98.0,72536
2015-01-01,"Rains, TX",48379,2395240,-113895,-280.0,185123
2016-01-01,"Rains, TX",48379,6136321,-297896,-751.0,476466
2017-01-01,"Rains, TX",48379,15817259,-774072,-1970.0,1230398
2018-01-01,"Rains, TX",48379,40869411,-2006338,-5124.0,3181420
2019-01-01,"Rains, TX",48379,105699287,-5195216,-13285.0,8230278
