YEAR,Areaname,STCOU,Median_Household_Income,Poverty_number_of_people,Poverty_percent_of_people,Public_school_enrollment_Fall
1995-01-01,"Lackawanna, PA",42069,30142,23250,11.0,26685
1997-01-01,"Lackawanna, PA",42069,32536,22611,10.9,27652
1998-01-01,"Lackawanna, PA",42069,32894,22649,11.0,27935
1999-01-01,"Lackawanna, PA",42069,33304,21417,10.2,27783
2000-01-01,"Lackawanna, PA",42069,35184,20177,9.8,27812
2001-01-01,"Lackawanna, PA",42069,35039,21109,10.2,27537
2002-01-01,"Lackawanna, PA",42069,35641,20586,10.0,27452
2003-01-01,"Lackawanna, PA",42069,36632,20933,10.2,27483
2004-01-01,"Lackawanna, PA",42069,37545,22987,11.2,27612
2005-01-01,"Lackawanna, PA",42069,37317,26658,13.3,27730
2006-01-01,"Lackawanna, PA",42069,39064,25614,12.7,27924
2007-01-01,"Lackawanna, PA",42069,41536,25437,12.6,29709
2008-01-01,"Lackawanna, PA",42069,41880,26508,13.1,28691
2009-01-01,"Lackawanna, PA",42069,43715,28916,14.4,28434
2010-01-01,"Lackawanna, PA",42069,46364,31714,16.0,29174
2011-01-01,"Lackawanna, PA",42069,49063,33886,17.0,29741
2012-01-01,"Lackawanna, PA",42069,52143,36643,18.0,30219
2013-01-01,"Lackawanna, PA",42069,55779,39950,20.0,30783
2014-01-01,"Lackawanna, PA",42069,60058,43834,22.0,31456
2015-01-01,"Lackawanna, PA",42069,65089,48397,24.0,32246
2016-01-01,"Lackawanna, PA",42069,71005,53763,27.0,33176
2017-01-01,"Lackawanna, PA",42069,77960,60072,31.0,34269
2018-01-01,"Lackawanna, PA",42069,86138,67489,35.0,35554
2019-01-01,"Lackawanna, PA",42069,95753,76211,40.0,37064
